pos_score,neg_score,light_score,safety
0.5192951026218641,0.24349661620885266,0.6079041292200137,0.5546549721309121
0.6679594587870961,0.17277380661516917,0.6342560043585964,0.6747102257977635
0.5779931506638125,0.09140815752681086,0.31874509873063983,0.48331640038190476
0.6561032808105156,0.0760226276278192,0.6114247332595274,0.6803686782091183
0.5635125422600301,0.0,0.5170525039075748,0.5966337773098055
0.649625459805572,0.16036843542946244,0.5910922589709866,0.6452292965114709
0.5793756842669197,0.3074676935927808,0.6091034001262182,0.5753101872250657
0.5569247812366218,0.22537596518428737,0.4742289071044099,0.5149253309981062
0.5960573021967377,0.23554134242088465,0.4534880886077357,0.5254930900166893
0.6764437420867209,0.05622336637424008,0.5996861235869123,0.6916534654519287
0.6302461699947637,0.31546555357167005,0.4790914657134892,0.5388270464606854
0.4902089818018186,0.15069286851044883,0.6857122226218916,0.5993082832644248
0.5149655024095994,0.21429857136582542,0.6382122794713039,0.5745107983399553
0.6606666303030067,0.13016738778459747,0.5490787624148785,0.6383975124430938
0.509333547648956,0.3381711127079897,0.5622267878729345,0.5021707443488435
0.5698610278132579,0.31267923695050337,0.7156240028570823,0.62155880887887
0.5456833071146882,0.21553800884595398,0.6772963533755787,0.6121736587451139
0.6591813225508147,0.24118797997072783,0.7364643655814006,0.7034439813285072
0.5790681994240595,0.20605613610163365,0.43812495414085967,0.514989362699457
0.6670622878865344,0.20913181574929796,0.6157112571511746,0.6558100473701834
0.54923056471115,0.28251246792629836,0.5587838578288373,0.538302150759534
0.5612328754426636,0.32928543772983154,0.6128751109659684,0.5608559213161245
0.6904609595579911,0.26215819146116426,0.5490711453555422,0.6232726005472747
0.6329983235222097,0.19968756246551034,0.4336485051867881,0.5467013560903422
0.4023168713397539,0.259358434420338,0.5404483548419706,0.44677469161975314
0.5865489725398948,0.19812620908204326,0.6204050856814538,0.612600374094153
0.5426739980822437,0.37099748499564145,0.578144919548836,0.5219274873748538
0.4739631399112366,0.2083169677548833,0.75,0.6072986420080211
0.6180519736315726,0.12043642453706205,0.52252907923866,0.6019866176640081
0.5748313312377026,0.3430401004747752,0.6551933032686774,0.5867354252582664
0.5408605257842861,0.35107954723167656,0.7205205305878187,0.5970066939565619
0.6967567419622553,0.10742077034772501,0.5233702270397228,0.6528839661102833
0.6951725985580244,0.3269954485874893,0.5809144345740137,0.6258119142749492
0.5768594204409667,0.08443172423480427,0.6273592430635181,0.638687342737638
0.649580010330825,0.21420766753220388,0.5411735601023385,0.6067828693666133
0.5257565640437354,0.28220473285512115,0.45691356835660446,0.47335953939076314
0.6960983181480815,0.45167692740573895,0.5475509042171106,0.5785152111459695
0.5946236080003623,0.2746094485485103,0.658182287177731,0.6172129462519553
0.6855034976705592,0.1366136396244172,0.6417640845511144,0.6980307309717885
0.6844136113638799,0.21067650820662698,0.5085648581973632,0.6122614688653528
0.6265765976863488,0.0,0.6849347392320866,0.7184133282278525
0.6766993574028906,0.08475414644037282,0.6587084603742451,0.7141853080187637
0.6563970260307148,0.36224254672125666,0.6224486244056451,0.6145018911409372
0.6701402517700651,0.19674178661503194,0.504626383564251,0.6052118961904065
0.6507439639981745,0.2192635566893415,0.7009381970686633,0.686099587760901
0.6390434154882849,0.21044777403203918,0.75,0.7058141057849611
0.5373403703700204,0.3118191287224459,0.5841980064470023,0.5365484432649019
0.6106435852309852,0.17592130969911302,0.6514000494092091,0.6481058484184175
0.5723703678687921,0.2466052367002377,0.534753776765533,0.5491477999289823
0.6612883079425185,0.18633835306144453,0.6656398794323473,0.6830083362163236
0.6434242152105776,0.2551936257823283,0.6430074938601007,0.6437598696108148
0.7001368260753839,0.2050014965008643,0.46570297021693763,0.6016832066284831
0.6675565264196732,0.33494364357311834,0.4840991903573221,0.5588476001371854
0.6931958518000205,0.270268667552481,0.6313785950912209,0.6640396417375024
0.6157518827198329,0.3094350245796048,0.7237356328333526,0.6539601899036749
0.6100177782261538,0.33086699511895235,0.6451391251305798,0.6058634807212441
0.5308742265642425,0.07756127967338045,0.5965022798109338,0.5973853559256672
0.5517354462132097,0.4142806130800001,0.39327348074082513,0.4241078548283383
0.5918982058286785,0.21258273231910563,0.49068797263707764,0.5473372267359694
0.597100672280896,0.15899352116620236,0.6479597748934676,0.6424919105237208
0.7422180225096215,0.40335602763815326,0.7163435490951704,0.7026635811438199
0.6682306939949907,0.0,0.5986454314769427,0.7002611321354657
0.5877464473563107,0.04281524465665765,0.5028180922243244,0.5933531033617842
0.7114208131294784,0.1771215534303926,0.5146670767426288,0.6399056378914032
0.6641538066975885,0.36085988880730446,0.6177296265460409,0.6171421250897473
0.7032609245260186,0.050912091647273505,0.5315765927133749,0.6750168281604801
0.5988522294228752,0.39437146705090875,0.5780557859100451,0.5497463638460205
0.5417767046713604,0.21716313834218326,0.455221681803515,0.4983860791190279
0.7031706175816899,0.33293375828000504,0.5671587853460291,0.6222483236520272
0.5885599685011009,0.3375887908758871,0.5810233061019586,0.559250436432668
0.591814271535391,0.2203405468398213,0.6447162696787043,0.6223615610506315
0.6239686205138462,0.38678602471392265,0.45621845011731504,0.5057938911884845
0.6590886273815592,0.22083934858472098,0.6239327140103433,0.6522096962879269
0.6042251003811931,0.2730784080701374,0.5177300480179405,0.5531304822201517
